movement_date,store_id,sku_id,supplier_id,quantity_received
2022-01-01,9,237,9,110
2022-01-01,9,57,11,107
2022-01-01,9,112,10,122
2022-01-01,9,162,8,125
2022-01-01,9,115,15,55
2022-01-01,9,213,11,105
2022-01-01,9,73,15,128
2022-01-01,10,235,11,76
2022-01-01,10,146,9,31
2022-01-01,10,85,14,69
2022-01-01,10,104,4,95
2022-01-01,10,27,6,122
2022-01-01,10,284,10,76
2022-01-01,10,35,2,79
2022-01-01,10,43,6,148
2022-01-01,10,194,9,62
2022-01-01,10,300,8,86
2022-01-01,10,133,13,149
2022-01-01,10,60,14,74
2022-01-01,10,273,6,147
2022-01-01,10,244,12,122
2022-01-01,10,22,1,33
2022-01-01,10,163,3,27
2022-01-01,10,107,14,45
2022-01-01,10,83,3,22
2022-01-01,11,98,4,103
2022-01-01,11,51,2,30
2022-01-01,11,281,15,123
2022-01-01,11,243,2,119
2022-01-01,11,256,13,149
2022-01-01,11,139,6,81
2022-01-01,11,286,14,89
2022-01-01,11,25,3,61
2022-01-01,11,85,14,146
2022-01-01,11,118,8,114
2022-01-01,11,295,14,130
2022-01-01,11,227,8,70
2022-01-01,11,210,7,41
2022-01-01,11,38,3,113
2022-01-01,11,82,6,70
2022-01-01,11,9,9,82
2022-01-01,11,170,3,125
2022-01-01,11,267,3,88
2022-01-01,12,178,1,119
2022-01-01,12,100,2,105
2022-01-01,12,226,4,149
2022-01-01,12,243,2,20
2022-01-01,12,286,14,25
2022-01-01,12,7,6,57
2022-01-01,12,295,14,87
2022-01-01,12,172,10,148
2022-01-01,12,143,12,51
2022-01-01,12,298,12,111
2022-01-01,12,83,3,87
2022-01-01,12,44,12,42
2022-01-01,12,8,7,78
2022-01-01,12,229,1,94
2022-01-01,12,213,11,71
2022-01-01,12,270,14,78
2022-01-01,12,1,3,58
2022-01-01,12,275,10,71
2022-01-01,13,248,5,22
2022-01-01,13,293,4,72
2022-01-01,13,41,8,20
2022-01-01,13,103,13,56
2022-01-01,13,72,12,29
2022-01-01,13,113,7,118
2022-01-01,13,82,6,92
2022-01-01,13,102,1,129
2022-01-01,13,251,8,116
2022-01-01,13,84,2,130
2022-01-01,13,195,14,138
2022-01-01,13,159,5,70
2022-01-01,13,53,15,36
2022-01-01,13,58,7,83
2022-01-01,13,148,10,146
2022-01-01,13,107,14,48
2022-01-01,13,160,4,106
2022-01-01,13,245,5,40
2022-01-01,14,141,5,120
2022-01-01,14,238,7,103
2022-01-01,14,198,9,127
2022-01-01,14,223,7,89
2022-01-01,14,226,4,137
2022-01-01,14,43,6,121
2022-01-01,14,7,6,101
2022-01-01,14,63,11,59
2022-01-01,14,102,1,77
2022-01-01,14,206,3,75
2022-01-01,14,9,9,56
2022-01-01,14,22,1,62
2022-01-01,14,216,12,128
2022-01-01,14,5,8,125
2022-01-01,14,95,3,127
2022-01-01,14,113,7,54
2022-01-01,14,138,7,113
2022-01-01,14,207,10,25
2022-01-01,15,12,1,63
2022-01-01,15,174,7,92
2022-01-01,15,149,8,112
2022-01-01,15,25,3,105
2022-01-01,15,120,10,115
2022-01-01,15,135,15,58
2022-01-01,15,33,14,106
2022-01-01,15,136,11,143
2022-01-01,15,267,3,129
2022-01-01,15,188,15,32
2022-01-01,15,297,7,77
2022-01-01,15,198,9,62
2022-01-01,15,124,4,88
2022-01-01,15,210,7,148
2022-01-01,15,139,6,26
2022-01-01,15,20,13,129
2022-01-01,15,11,15,149
2022-01-01,15,275,10,71
2022-01-01,16,111,12,74
2022-01-01,16,193,10,78
2022-01-01,16,28,10,37
2022-01-01,16,246,12,104
2022-01-01,16,2,13,144
2022-01-01,16,50,5,122
2022-01-01,16,171,4,112
2022-01-01,16,80,5,20
2022-01-01,16,133,13,137
2022-01-01,16,53,15,104
2022-01-01,16,61,2,54
2022-01-01,16,136,11,61
2022-01-01,16,288,7,94
2022-01-01,16,124,4,110
2022-01-01,16,4,1,133
2022-01-01,16,121,13,64
2022-01-01,16,11,15,99
2022-01-01,16,175,2,35
2022-01-01,17,109,7,72
2022-01-01,17,55,4,34
2022-01-01,17,153,10,24
2022-01-01,17,121,13,34
2022-01-01,17,252,2,74
2022-01-01,17,86,13,67
2022-01-01,17,247,11,31
2022-01-01,17,199,14,69
2022-01-01,17,202,3,28
2022-01-01,17,27,6,80
2022-01-01,17,211,9,121
2022-01-01,17,63,11,57
2022-01-01,17,66,5,53
2022-01-01,17,148,10,118
2022-01-01,17,87,4,129
2022-01-01,17,215,8,76
2022-01-01,17,70,15,103
2022-01-01,17,8,7,56
2022-01-01,18,113,7,110
2022-01-01,18,103,13,103
2022-01-01,18,68,11,109
2022-01-01,18,251,8,134
2022-01-01,18,232,9,118
2022-01-01,18,239,4,93
2022-01-01,18,179,3,61
2022-01-01,18,58,7,131
2022-01-01,18,159,5,80
2022-01-01,18,1,3,67
2022-01-01,18,96,8,21
2022-01-01,18,111,12,38
2022-01-01,18,298,12,49
2022-01-01,18,136,11,81
2022-01-01,18,282,9,115
2022-01-01,18,240,13,75
2022-01-01,18,45,5,80
2022-01-01,18,278,13,119
2022-01-01,19,275,10,146
2022-01-01,19,158,11,63
2022-01-01,19,279,13,61
2022-01-01,19,107,14,72
2022-01-01,19,105,10,142
2022-01-01,19,20,13,64
2022-01-01,19,96,8,35
2022-01-01,19,120,10,100
2022-01-01,19,289,12,113
2022-01-01,19,299,3,110
2022-01-01,19,144,9,20
2022-01-01,19,112,10,148
2022-01-01,19,248,5,29
2022-01-01,19,77,3,25
2022-01-01,19,142,6,48
2022-01-01,19,273,6,102
2022-01-01,19,104,4,103
2022-01-01,19,134,10,120
2022-01-01,20,16,15,47
2022-01-01,20,184,5,103
2022-01-01,20,48,9,133
2022-01-01,20,203,7,114
2022-01-01,20,113,7,116
2022-01-01,20,151,9,116
2022-01-01,20,166,7,142
2022-01-01,20,215,8,102
2022-01-01,20,209,13,149
2022-01-01,20,289,12,140
2022-01-01,20,261,2,111
2022-01-01,20,149,8,116
2022-01-01,20,6,14,142
2022-01-01,20,288,7,21
2022-01-01,20,187,5,116
2022-01-01,20,300,8,54
2022-01-01,20,195,14,128
2022-01-01,20,104,4,125
2022-01-01,21,186,6,23
2022-01-01,21,43,6,135
2022-01-01,21,68,11,140
2022-01-01,21,227,8,83
2022-01-01,21,125,4,46
2022-01-01,21,155,8,130
2022-01-01,21,32,14,37
2022-01-01,21,110,15,127
2022-01-01,21,183,7,120
2022-01-01,21,3,11,61
2022-01-01,21,263,12,20
2022-01-01,21,80,5,60
2022-01-01,21,170,3,127
2022-01-01,21,184,5,109
2022-01-01,21,222,10,34
2022-01-01,21,266,1,145
2022-01-01,21,7,6,88
2022-01-01,21,47,10,129
2022-01-01,22,181,2,134
2022-01-01,22,223,7,44
2022-01-01,22,2,13,124
2022-01-01,22,29,11,118
2022-01-01,22,157,10,21
2022-01-01,22,179,3,76
2022-01-01,22,160,4,135
2022-01-01,22,51,2,75
2022-01-01,22,80,5,22
2022-01-01,22,145,10,65
2022-01-01,22,59,6,46
2022-01-01,22,64,11,88
2022-01-01,22,144,9,26
2022-01-01,22,134,10,45
2022-01-01,22,164,4,115
2022-01-01,22,292,8,51
2022-01-01,22,228,5,98
2022-01-01,22,231,3,83
2022-01-01,23,30,3,43
2022-01-01,23,266,1,42
2022-01-01,23,130,1,34
2022-01-01,23,95,3,84
2022-01-01,23,150,10,28
2022-01-01,23,246,12,140
2022-01-01,23,35,2,61
2022-01-01,23,191,7,135
2022-01-01,23,292,8,51
2022-01-01,23,268,2,29
2022-01-01,23,98,4,43
2022-01-01,23,68,11,31
2022-01-01,23,87,4,81
2022-01-01,23,271,4,108
2022-01-01,23,124,4,31
2022-01-01,23,63,11,149
2022-01-01,23,21,9,28
2022-01-01,23,168,9,24
2022-01-01,24,59,6,111
2022-01-01,24,32,14,91
2022-01-01,24,262,7,110
2022-01-01,24,26,12,129
2022-01-01,24,131,12,119
2022-01-01,24,174,7,95
2022-01-01,24,240,13,116
2022-01-01,24,157,10,59
2022-01-01,24,99,14,48
2022-01-01,24,221,6,138
2022-01-01,24,192,11,123
2022-01-01,24,145,10,94
2022-01-01,24,126,4,81
2022-01-01,24,44,12,122
2022-01-01,24,260,6,51
2022-01-01,24,256,13,44
2022-01-01,24,98,4,91
2022-01-01,24,229,1,112
2022-01-01,25,282,9,63
2022-01-01,25,14,10,113
2022-01-01,25,167,10,23
2022-01-01,25,83,3,50
2022-01-01,25,129,6,31
2022-01-01,25,41,8,125
2022-01-01,25,87,4,23
2022-01-01,25,4,1,96
2022-01-01,25,295,14,127
2022-01-01,25,35,2,37
2022-01-01,25,258,3,110
2022-01-01,25,191,7,130
2022-01-01,25,171,4,98
2022-01-01,25,155,8,119
2022-01-01,25,217,14,82
2022-01-01,25,140,6,71
2022-01-01,25,183,7,34
2022-01-01,25,260,6,23
2022-01-01,26,173,1,56
2022-01-01,26,185,1,72
2022-01-01,26,166,7,32
2022-01-01,26,54,12,107
2022-01-01,26,134,10,141
2022-01-01,26,151,9,61
2022-01-01,26,239,4,104
2022-01-01,26,299,3,112
2022-01-01,26,138,7,89
2022-01-01,26,127,6,38
2022-01-01,26,273,6,29
2022-01-01,26,119,1,144
2022-01-01,26,16,15,108
2022-01-01,26,2,13,53
2022-01-01,26,261,2,59
2022-01-01,26,120,10,147
2022-01-01,26,30,3,46
2022-01-01,26,179,3,136
2022-01-01,27,224,13,127
2022-01-01,27,97,10,22
2022-01-01,27,173,1,77
2022-01-01,27,104,4,74
2022-01-01,27,179,3,58
2022-01-01,27,195,14,44
2022-01-01,27,181,2,41
2022-01-01,27,169,2,112
2022-01-01,27,109,7,20
2022-01-01,27,247,11,82
2022-01-01,27,288,7,28
2022-01-01,27,282,9,75
2022-01-01,27,212,1,33
2022-01-01,27,185,1,29
2022-01-01,27,78,15,146
2022-01-01,27,18,3,86
2022-01-01,27,61,2,132
2022-01-01,27,166,7,36
2022-01-01,28,199,14,118
2022-01-01,28,134,10,73
2022-01-01,28,65,13,135
2022-01-01,28,118,8,92
2022-01-01,28,283,7,142
2022-01-01,28,79,4,74
2022-01-01,28,148,10,106
2022-01-01,28,259,6,31
2022-01-01,28,21,9,51
2022-01-01,28,153,10,136
2022-01-01,28,286,14,98
2022-01-01,28,278,13,76
2022-01-01,28,237,9,56
2022-01-01,28,133,13,93
2022-01-01,28,181,2,63
2022-01-01,28,110,15,47
2022-01-01,28,203,7,59
2022-01-01,28,99,14,45
2022-01-01,29,247,11,113
2022-01-01,29,272,8,22
2022-01-01,29,140,6,81
2022-01-01,29,274,12,57
2022-01-01,29,88,5,103
2022-01-01,29,236,6,118
2022-01-01,29,280,15,128
2022-01-01,29,66,5,59
2022-01-01,29,133,13,110
2022-01-01,29,105,10,113
2022-01-01,29,62,12,109
2022-01-01,29,139,6,114
2022-01-01,29,188,15,140
2022-01-01,29,138,7,53
2022-01-01,29,187,5,101
2022-01-01,29,281,15,72
2022-01-01,29,71,5,87
2022-01-01,29,264,2,127
2022-01-01,30,9,9,33
2022-01-01,30,6,14,124
2022-01-01,30,57,11,129
2022-01-01,30,62,12,121
2022-01-01,30,227,8,89
2022-01-01,30,246,12,118
2022-01-01,30,132,8,119
2022-01-01,30,86,13,78
2022-01-01,30,45,5,142
2022-01-01,30,103,13,130
2022-01-01,30,229,1,25
2022-01-01,30,106,9,118
2022-01-01,30,133,13,125
2022-01-01,30,225,14,69
2022-01-01,30,149,8,126
2022-01-01,30,99,14,129
2022-01-01,30,122,10,115
2022-01-01,30,265,6,141
2022-01-01,31,38,3,72
2022-01-01,31,170,3,135
2022-01-01,31,11,15,106
2022-01-01,31,153,10,141
2022-01-01,31,21,9,135
2022-01-01,31,247,11,68
2022-01-01,31,227,8,104
2022-01-01,31,182,1,94
2022-01-01,31,15,7,110
2022-01-01,31,288,7,90
2022-01-01,31,35,2,37
2022-01-01,31,108,11,64
2022-01-01,31,265,6,111
2022-01-01,31,78,15,107
2022-01-01,31,268,2,89
2022-01-01,31,83,3,127
2022-01-01,31,240,13,75
2022-01-01,31,37,9,39
2022-01-01,32,3,11,24
2022-01-01,32,221,6,93
2022-01-01,32,266,1,39
2022-01-01,32,237,9,130
2022-01-01,32,118,8,128
2022-01-01,32,131,12,148
2022-01-01,32,13,12,70
2022-01-01,32,60,14,76
2022-01-01,32,4,1,29
2022-01-01,32,64,11,50
2022-01-01,32,258,3,26
2022-01-01,32,299,3,61
2022-01-01,32,251,8,104
2022-01-01,32,216,12,119
2022-01-01,32,61,2,43
2022-01-01,32,20,13,101
2022-01-01,32,104,4,41
2022-01-01,32,125,4,33
2022-01-01,33,299,3,56
2022-01-01,33,247,11,74
2022-01-01,33,70,15,36
2022-01-01,33,168,9,137
2022-01-01,33,113,7,74
2022-01-01,33,17,5,107
2022-01-01,33,167,10,146
2022-01-01,33,32,14,74
2022-01-01,33,291,12,100
2022-01-01,33,249,8,110
2022-01-01,33,125,4,125
2022-01-01,33,241,1,122
2022-01-01,33,5,8,61
2022-01-01,33,283,7,117
2022-01-01,33,95,3,110
2022-01-01,33,227,8,26
2022-01-01,33,153,10,78
2022-01-01,33,293,4,21
2022-01-01,34,181,2,104
2022-01-01,34,292,8,132
2022-01-01,34,293,4,116
2022-01-01,34,289,12,50
2022-01-01,34,87,4,31
2022-01-01,34,126,4,137
2022-01-01,34,166,7,52
2022-01-01,34,98,4,137
2022-01-01,34,44,12,77
2022-01-01,34,176,5,65
2022-01-01,34,149,8,119
2022-01-01,34,183,7,146
2022-01-01,34,128,7,103
2022-01-01,34,57,11,48
2022-01-01,34,113,7,70
2022-01-01,34,49,12,103
2022-01-01,34,33,14,46
2022-01-01,34,38,3,56
2022-01-01,35,46,13,126
2022-01-01,35,233,8,104
2022-01-01,35,202,3,56
2022-01-01,35,277,5,64
2022-01-01,35,4,1,57
2022-01-01,35,219,4,53
2022-01-01,35,249,8,61
2022-01-01,35,18,3,145
2022-01-01,35,164,4,90
2022-01-01,35,142,6,37
2022-01-01,35,106,9,72
2022-01-01,35,225,14,52
2022-01-01,35,281,15,124
2022-01-01,35,265,6,87
2022-01-01,35,236,6,145
2022-01-01,35,39,5,140
2022-01-01,35,227,8,125
2022-01-01,35,38,3,147
2022-01-01,36,183,7,143
2022-01-01,36,246,12,134
2022-01-01,36,217,14,136
2022-01-01,36,1,3,111
2022-01-01,36,8,7,80
2022-01-01,36,197,13,36
2022-01-01,36,278,13,41
2022-01-01,36,292,8,84
2022-01-01,36,296,13,129
2022-01-01,36,251,8,94
2022-01-01,36,60,14,41
2022-01-01,36,66,5,114
2022-01-01,36,54,12,100
2022-01-01,36,45,5,112
2022-01-01,36,132,8,118
2022-01-01,36,80,5,49
2022-01-01,36,16,15,28
2022-01-01,36,26,12,86
2022-01-01,37,44,12,39
2022-01-01,37,9,9,65
2022-01-01,37,6,14,131
2022-01-01,37,293,4,149
2022-01-01,37,230,4,140
2022-01-01,37,235,11,104
2022-01-01,37,273,6,58
2022-01-01,37,82,6,148
2022-01-01,37,226,4,88
2022-01-01,37,73,15,87
2022-01-01,37,40,10,54
2022-01-01,37,144,9,103
2022-01-01,37,193,10,82
2022-01-01,37,52,5,85
2022-01-01,37,46,13,92
2022-01-01,37,238,7,100
2022-01-01,37,219,4,127
2022-01-01,37,197,13,138
2022-01-01,38,198,9,27
2022-01-01,38,200,9,114
2022-01-01,38,33,14,139
2022-01-01,38,132,8,83
2022-01-01,38,180,12,126
2022-01-01,38,116,7,55
2022-01-01,38,133,13,58
2022-01-01,38,1,3,148
2022-01-01,38,25,3,50
2022-01-01,38,54,12,106
2022-01-01,38,174,7,73
2022-01-01,38,84,2,126
2022-01-01,38,292,8,135
2022-01-01,38,189,3,20
2022-01-01,38,169,2,144
2022-01-01,38,155,8,107
2022-01-01,38,233,8,96
2022-01-01,38,249,8,102
2022-01-01,39,35,2,52
2022-01-01,39,275,10,50
2022-01-01,39,29,11,74
2022-01-01,39,70,15,110
2022-01-01,39,39,5,44
2022-01-01,39,88,5,111
2022-01-01,39,194,9,57
2022-01-01,39,120,10,60
2022-01-01,39,69,7,20
2022-01-01,39,159,5,33
2022-01-01,39,150,10,131
2022-01-01,39,77,3,107
2022-01-01,39,85,14,125
2022-01-01,39,296,13,76
2022-01-01,39,187,5,76
2022-01-01,39,218,3,69
2022-01-01,39,102,1,145
2022-01-01,39,115,15,88
2022-01-01,40,296,13,41
2022-01-01,40,167,10,36
2022-01-01,40,188,15,69
2022-01-01,40,9,9,130
2022-01-01,40,79,4,133
2022-01-01,40,269,7,46
2022-01-01,40,170,3,53
2022-01-01,40,96,8,113
2022-01-01,40,270,14,99
2022-01-01,40,149,8,113
2022-01-01,40,140,6,71
2022-01-01,40,118,8,134
2022-01-01,40,10,5,135
2022-01-01,40,32,14,123
2022-01-01,40,206,3,89
2022-01-01,40,139,6,130
2022-01-01,40,242,12,78
2022-01-01,40,205,2,64
2022-01-02,1,76,11,81
2022-01-02,1,234,1,105
2022-01-02,1,264,2,71
2022-01-02,1,74,9,47
2022-01-02,1,238,7,90
2022-01-02,1,220,10,56
2022-01-02,1,174,7,21
2022-01-02,1,75,4,119
2022-01-02,1,279,13,28
2022-01-02,1,18,3,126
2022-01-02,1,207,10,143
2022-01-02,1,28,10,115
2022-01-02,1,242,12,86
2022-01-02,1,265,6,122
2022-01-02,1,200,9,35
2022-01-02,1,181,2,34
2022-01-02,1,122,10,64
2022-01-02,1,285,14,61
2022-01-02,2,255,12,34
2022-01-02,2,87,4,68
2022-01-02,2,242,12,37
2022-01-02,2,25,3,26
2022-01-02,2,64,11,119
2022-01-02,2,81,13,89
2022-01-02,2,124,4,35
2022-01-02,2,35,2,31
2022-01-02,2,212,1,62
2022-01-02,2,32,14,145
2022-01-02,2,282,9,52
2022-01-02,2,163,3,106
2022-01-02,2,139,6,70
2022-01-02,2,142,6,90
2022-01-02,2,210,7,128
2022-01-02,2,200,9,109
2022-01-02,2,290,1,41
2022-01-02,2,48,9,141
2022-01-02,3,36,14,62
2022-01-02,3,20,13,73
2022-01-02,3,185,1,40
2022-01-02,3,145,10,42
2022-01-02,3,100,2,136
2022-01-02,3,202,3,73
2022-01-02,3,86,13,76
2022-01-02,3,281,15,125
2022-01-02,3,91,11,53
2022-01-02,3,48,9,128
2022-01-02,3,265,6,49
2022-01-02,3,65,13,56
2022-01-02,3,294,3,43
2022-01-02,3,157,10,33
2022-01-02,3,105,10,45
2022-01-02,3,275,10,60
2022-01-02,3,151,9,57
2022-01-02,3,293,4,99
2022-01-02,4,234,1,56
2022-01-02,4,268,2,111
2022-01-02,4,26,12,102
2022-01-02,4,63,11,85
2022-01-02,4,145,10,100
2022-01-02,4,242,12,124
2022-01-02,4,114,13,53
2022-01-02,4,126,4,135
2022-01-02,4,13,12,64
2022-01-02,4,88,5,63
2022-01-02,4,139,6,115
2022-01-02,4,66,5,47
2022-01-02,4,214,7,73
2022-01-02,4,251,8,132
2022-01-02,4,133,13,65
2022-01-02,4,216,12,91
2022-01-02,4,257,10,57
2022-01-02,4,243,2,84
2022-01-02,5,43,6,142
2022-01-02,5,11,15,148
2022-01-02,5,89,4,105
2022-01-02,5,134,10,88
2022-01-02,5,93,15,121
2022-01-02,5,12,1,80
2022-01-02,5,225,14,108
2022-01-02,5,140,6,128
2022-01-02,5,51,2,86
2022-01-02,5,100,2,148
2022-01-02,5,115,15,87
2022-01-02,5,101,2,78
2022-01-02,5,251,8,42
2022-01-02,5,256,13,89
2022-01-02,5,235,11,115
2022-01-02,5,85,14,55
2022-01-02,5,46,13,104
2022-01-02,5,47,10,133
2022-01-02,6,201,2,147
2022-01-02,6,94,12,81
2022-01-02,6,261,2,110
2022-01-02,6,36,14,79
2022-01-02,6,41,8,98
2022-01-02,6,262,7,135
2022-01-02,6,42,2,123
2022-01-02,6,121,13,66
2022-01-02,6,257,10,106
2022-01-02,6,103,13,37
2022-01-02,6,112,10,34
2022-01-02,6,253,3,24
2022-01-02,6,247,11,41
2022-01-02,6,279,13,113
2022-01-02,6,283,7,64
2022-01-02,6,206,3,39
2022-01-02,6,150,10,41
2022-01-02,6,120,10,75
2022-01-02,7,74,9,118
2022-01-02,7,31,8,82
2022-01-02,7,129,6,117
2022-01-02,7,207,10,54
2022-01-02,7,150,10,24
2022-01-02,7,108,11,99
2022-01-02,7,298,12,44
2022-01-02,7,99,14,82
2022-01-02,7,47,10,114
2022-01-02,7,67,7,104
2022-01-02,7,39,5,127
2022-01-02,7,258,3,77
2022-01-02,7,233,8,100
2022-01-02,7,209,13,77
2022-01-02,7,69,7,50
2022-01-02,7,19,12,132
2022-01-02,7,283,7,90
2022-01-02,7,158,11,100
2022-01-02,8,167,10,100
2022-01-02,8,103,13,29
2022-01-02,8,25,3,25
2022-01-02,8,68,11,132
2022-01-02,8,101,2,90
2022-01-02,8,238,7,77
2022-01-02,8,248,5,111
2022-01-02,8,164,4,59
2022-01-02,8,28,10,28
2022-01-02,8,215,8,37
2022-01-02,8,98,4,88
2022-01-02,8,119,1,51
2022-01-02,8,77,3,117
2022-01-02,8,247,11,26
2022-01-02,8,14,10,49
2022-01-02,8,159,5,104
2022-01-02,8,288,7,133
2022-01-02,8,220,10,140
2022-01-02,9,137,13,135
2022-01-02,9,14,10,58
2022-01-02,9,88,5,124
2022-01-02,9,57,11,87
2022-01-02,9,155,8,26
2022-01-02,9,300,8,30
2022-01-02,9,106,9,109
2022-01-02,9,33,14,51
2022-01-02,9,60,14,87
2022-01-02,9,78,15,53
2022-01-02,9,115,15,29
2022-01-02,9,167,10,146
2022-01-02,9,170,3,131
2022-01-02,9,1,3,39
2022-01-02,9,162,8,39
2022-01-02,9,193,10,113
2022-01-02,9,49,12,36
2022-01-02,9,266,1,72
2022-01-02,10,217,14,146
2022-01-02,10,179,3,82
2022-01-02,10,90,14,143
2022-01-02,10,186,6,90
2022-01-02,10,134,10,141
2022-01-02,10,50,5,101
2022-01-02,10,106,9,46
2022-01-02,10,262,7,146
2022-01-02,10,203,7,110
2022-01-02,10,234,1,38
2022-01-02,10,19,12,71
2022-01-02,10,163,3,130
2022-01-02,10,27,6,44
2022-01-02,10,3,11,140
2022-01-02,10,289,12,84
2022-01-02,10,102,1,92
2022-01-02,10,66,5,101
2022-01-02,10,252,2,138
2022-01-02,11,130,1,145
2022-01-02,11,234,1,38
2022-01-02,11,27,6,89
2022-01-02,11,79,4,125
2022-01-02,11,263,12,98
2022-01-02,11,298,12,114
2022-01-02,11,251,8,102
2022-01-02,11,139,6,89
2022-01-02,11,254,6,131
2022-01-02,11,283,7,47
2022-01-02,11,9,9,57
2022-01-02,11,195,14,34
2022-01-02,11,45,5,35
2022-01-02,11,207,10,42
2022-01-02,11,227,8,135
2022-01-02,11,154,8,112
2022-01-02,11,41,8,136
2022-01-02,11,177,15,123
2022-01-02,12,132,8,101
2022-01-02,12,252,2,102
2022-01-02,12,92,13,133
2022-01-02,12,257,10,100
2022-01-02,12,98,4,112
2022-01-02,12,177,15,40
2022-01-02,12,249,8,80
2022-01-02,12,93,15,78
2022-01-02,12,263,12,143
2022-01-02,12,145,10,43
2022-01-02,12,224,13,78
